137555	-348,1252	8
179702	228,740	8
340436	-1052,-828	8
408662	-892,-428	8
454350	676,-460	9
471229	724,596	8
499255	1412,-316	8
597727	740,-828	8
725893	-860,-940	8
758612	804,884	8
795833	564,-1340	8
823496	-1020,-348	8
875949	-988,-332	8
895898	-428,1428	8
965857	-348,836	8
1071640	-828,-284	8
1083232	-364,-1324	8
1201275	-332,-860	8
1208487	-396,836	8
1225700	-348,756	9
1421551	-1260,788	8
1456425	100,-1052	8
1501033	772,820	8
1502702	-428,-492	8
1539440	196,1300	8
1559125	-700,-876	8
1616052	644,1268	8
1789244	-924,772	9
1794586	-860,-972	8
1799004	196,1172	8
1815193	676,-860	8
1825448	628,-860	8
1830380	1300,-268	8
1972191	276,-956	8
1995154	692,292	8
2005690	-316,-924	8
2125999	-1036,212	8
2197258	-956,260	8
2273275	740,-908	8
2403419	1284,788	8
2481293	692,276	8
2551867	1236,740	8
2598141	-860,-380	8
2651349	308,788	8
2869650	596,1300	8
2905861	-780,644	8
2936868	-1404,-444	8
2987570	1204,-332	8
3008061	-300,-1404	8
3050182	116,1380	8
3054175	-860,-364	8
3079251	196,-940	8
3117793	-380,1332	8
3135496	-300,1380	8
3176807	-1020,196	8
3189643	884,-924	8
3381200	116,-1340	8
3402190	1412,276	8
3412385	-1452,-396	9
3416698	1284,-780	8
3431503	-876,596	8
3454826	-764,1236	8
3462928	-1340,708	8
3527432	148,1476	8
3607782	-316,1348	8
3624150	100,-1404	8
3632923	-1340,164	8
3699659	-1436,84	8
3743629	-380,-972	9
3812541	-364,836	8
3813688	-1372,20	8
3818704	-860,-748	8
3842601	-1068,-316	8
3861788	-380,-892	8
3863693	-780,-892	8
3873181	-956,196	8
3900438	-908,-444	8
3925256	-1372,212	8
4001358	116,-1420	8
4038338	1300,-796	8
4048753	228,-908	8
4096342	-348,660	8
4207738	-300,1316	8
4246406	-1324,-460	8
4292942	-956,-892	8
4336766	1300,692	8
4362699	-204,-908	8
4418452	-796,916	9
4483050	1140,-876	8
4508123	-860,-348	8
4626117	-748,-476	8
4708012	740,756	8
4749412	756,1204	8
4749922	212,1380	8
4769382	1348,180	8
4777748	164,-876	8
4784160	308,-1436	9
4842826	-988,-428	8
4849284	-812,292	9
4872492	-844,-748	8
4882526	724,132	8
4941984	-236,1236	8
4956622	-1036,-972	8
5066750	-332,1252	8
5094549	-972,244	8
5317729	-332,1236	8
5463697	-892,-828	8
5502419	244,1348	8
5507579	148,-732	8
5525593	-908,900	8
5813132	740,-828	9
5871379	756,724	8
5925743	-908,-460	8
5961808	724,900	8
6016461	-828,-940	8
6173411	-1020,324	8
6216543	852,-492	8
6264118	-940,-956	8
6329543	820,-492	8
6382885	324,-1356	8
6383796	692,820	8
6389759	1268,724	8
6403699	-892,-812	8
6514533	-188,1124	8
6517365	1300,-732	8
6618077	356,-1324	8
6760053	-380,1268	8
6826972	660,708	8
6835830	-412,1396	8
6840276	1316,356	8
6877012	-252,1188	8
6900696	-908,740	8
6953667	-444,1268	8
6992914	756,-1004	8
7053903	-844,820	8
7120800	-764,1284	8
7129206	84,820	8
7138660	-1356,244	8
7223434	-428,-796	8
7287670	-1404,-396	8
7397202	-892,884	8
7421174	692,-1036	8
7423947	-892,-396	8
7466285	1332,612	8
7528819	148,-1420	8
7737796	804,-988	8
7807692	644,-1052	8
7813499	-1084,-396	8
7815204	724,1268	8
7848584	804,-764	8
7872722	52,1316	8
7945061	-780,1204	8
7961557	52,724	8
8003654	180,-892	8
8025680	-924,-348	8
8106889	708,836	8
8150042	868,692	8
8179745	-316,-940	8
8253165	-924,-428	8
8296505	-876,-940	8
8306029	-1036,-444	8
8325075	804,1252	8
8326899	-1420,324	8
8497807	-924,-460	8
8516765	580,772	8
8602820	804,628	8
8631208	-796,1140	8
8700949	1140,276	8
8731903	-316,1364	8
8742245	-1036,-828	8
8764581	772,276	8
8803840	820,644	8
8817010	-892,-988	8
8853861	-396,756	8
8855728	260,-956	8
8915186	212,820	8
9051752	644,-316	8
9125789	660,-860	8
9304558	228,548	8
9314124	-860,-332	8
9322649	-396,708	8
9379680	-892,756	8
9392561	564,1092	8
9521380	-268,-828	8
9541237	836,660	8
9554280	-1292,-284	8
9571687	-348,-764	8
9620253	-252,-924	8
9642864	-988,692	8
9658836	-988,-844	8
9667327	1284,-236	8
9758335	772,228	8
9828391	1220,-940	8
9952905	772,-876	9
9966392	-396,-1260	8
9969057	-1244,676	9
9971412	-1500,-156	8
10042246	788,868	8
10067464	-1036,276	8
10179199	-780,-380	8
10212260	724,1124	8
10228318	724,-860	8
10256578	148,-1388	9
10285720	-348,-1036	8
10299828	836,676	8
10311077	-828,1188	8
10381648	-444,1284	8
10385537	788,788	8
10550347	804,-364	9
10570813	1204,724	8
10615926	-1340,-364	8
10625415	-844,756	8
10683086	-860,-908	8
10741761	772,772	8
10783715	244,-1004	8
10797591	612,1268	8
10813856	-524,-940	8
10853022	-1420,-332	8
11029376	100,1284	8
11043642	-1436,180	8
11061962	740,180	8
11097765	-1340,-172	8
11132331	-236,916	8
11189972	-444,-1452	8
11192527	-476,1348	8
11290756	-284,1172	8
